id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;last_review
18666;Flat with Sunny Terrace;71615;Mireia And Maria;el Camp de l'Arpa del Clot;Entire home/apt;130;3;10/10/2015
18674;Huge flat for 8 people close to Sagrada Familia;71615;Mireia And Maria;la Sagrada Família;Entire home/apt;60;1;18/06/2018
21605;Nice and sunny duble room;82522;Meritxell;el Poblenou;Private room;33;2;29/10/2018
25786;NICE ROOM AVAILABLE IN THE HEART OF GRACIA;108310;Pedro;la Vila de Gràcia;Private room;31;1 night;02/11/2018
31377;Room for 2,  Sagrada Famili;134698;Svetlana;el Baix Guinardó;Private room;42;3;12/03/2018
31380;Room for 2-3. Barcelona, Sagrada Famili;134698;Svetlana;el Baix Guinardó;Private room;53;3;04/04/2018
31823;Aribau, Friendly Rentals;136853;Fidelio;l'Antiga Esquerra de l'Eixample;Entire home/apt;70;1;28/10/2018
31958;Gaudi Attic 1, Friendly Rentals;136853;Fidelio;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;65;1;01/10/2018
32471;Gaudi Attic 2, Friendly Rentals;136853;Fidelio;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;90;1;04/08/2018
32711;Sagrada Familia area - Còrsega 1;135703;Nick;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;140;2;27/10/2018
32868;Sant Joan 4, Friendly Rentals;136853;Fidelio;la Dreta de l'Eixample;Entire home/apt;100;1;18/09/2018
34981;VIDRE HOME PLAZA REAL on LAS RAMBLAS;73163;Andres;el Barri Gòtic;Entire home/apt;500€;4;30/10/2018
35379;Double 02 CasanovaRooms Barcelona;152232;Pablo;l'Antiga Esquerra de l'Eixample;Private room;40;2;26/10/2018
35388;Single 01 CasanovaRooms Barcelona;152232;Pablo;l'Antiga Esquerra de l'Eixample;Private room;30;2;04/11/2018
35390;Single 02 CasanovaRooms Barcelona;152232;Pablo;l'Antiga Esquerra de l'Eixample;Private room;30;2;03/11/2018
35392;Double 01 CasanovaRooms Barcelona;152232;Pablo;l'Antiga Esquerra de l'Eixample;Private room;45;2;27/10/2018
36763;In front of the beach;158596;Ester;la Barceloneta;Private room;29;2;30/09/2018
40983;Classical loft close to pedrera!;177617;Joaquin;la Dreta de l'Eixample;Entire home/apt;95;3;11/10/2018
46153;CHIC BORN, APARTMENT, GREAT LOCATION , FREE WIFI;90417;Etain;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;43;180;30/09/2018
49213;Descalzos en el parque, relaxing and  cool room;208154;Cate;el Poble Sec;Private room;35;3;01/10/2018
49968;Sagrada Familia area - Còrsega 2;135703;Nick;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;140;2;07/10/2018
50066;Sagrada Familia area - Sardenya 1;135703;Nick;el Fort Pienc;Entire home/apt;180;2;22/08/2018
58512;Stylish & cozy 3bed near Sagrada Familia;280070;Cristina;el Camp de l'Arpa del Clot;Entire home/apt;79;2;12/10/2018
61444;Bright apartment - Rambla Catalunya (HUTB-005863);297545;Anil;la Dreta de l'Eixample;Entire home/apt;105;2;26/10/2018
66037;Great apartment in  en el Born;323105;Amivelaz;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;150;3;21/10/2018
67065;Londres, Friendly Rentals;136853;Fidelio;l'Antiga Esquerra de l'Eixample;Entire home/apt;85;1;08/10/2018
68547;two beds with private shower 30% off;340570;Atún;el Barri Gòtic;Private room;47;2;12/10/2018
70099;Room with a View, Bcn City Center;353987;Alex;el Raval;Private room;44;1;05/11/2018
70333;Stylish+cozy home/parking/CCIB/WIFI;266650;Vanessa;Diagonal Mar i el Front Marítim del Poblenou;Entire home/apt;90;32;04/03/2018
71520;Charming apartment with fantastic views!;366428;Ariadna;Vallcarca i els Penitents;Entire home/apt;250;7;23/06/2011
71553;Black Friday PROMOTIONS, apt with terrace!;366654;Arian Watermelon Barcelona!;el Fort Pienc;Entire home/apt;110;2;19/08/2018
71603;MODERNIST PENTHOUSE. 1bedroom apt with terrace;366654;Arian Watermelon Barcelona!;la Dreta de l'Eixample;Entire home/apt;390;2;16/06/2018
72436;Lugaris Beach Business Apartment;375625;Xavier;el Poblenou;Entire home/apt;1000;3;04/11/2018
73455;RAMBLAS ORCHID2 FAMILY APARTMENT;383697;Anna;el Raval;Entire home/apt;148;2;21/10/2018
73643;Salva B1 - VivoBarcelona Apts.;385249;Joel;el Poble Sec;Entire home/apt;189;3;12/09/2018
73649;PB1 - great terrace and little pool;385249;Joel;Hostafrancs;Entire home/apt;170;3;26/08/2018
73683;Sagrada Familia area for 12 people;135703;Nick;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;300;2;26/08/2018
73692;Rustic apartment : Rambla Catalunya (HUTB-005863);297545;Anil;la Dreta de l'Eixample;Entire home/apt;105;2;12/10/2018
73700;Centrally located budget apartment (HUTB-005832);297545;Anil;el Poble Sec;Entire home/apt;65;2;04/11/2018
74562;Cute Suite near the MACBA;382031;Lisette;el Raval;Private room;60;3;04/10/2018
75003;Holy Family Apartment H41;396363;Oscar And Diego;la Sagrada Família;Entire home/apt;113;2;28/03/2018
75411;Sagrada Familia Clot Patio;400154;Mireia;el Clot;Entire home/apt;125;3;30/10/2018
80004;Parc Montjuic HUTB (Phone number hidden by Airbnb);431839;Xavier;el Poble Sec;Entire home/apt;107;4;23/10/2018
81291;Sunny attic with pool and terrace near the beach!;95585;Daniela;el Poblenou;Entire home/apt;139;3;16/10/2018
83283;Ã¢Ëœâ€¦PLAZA Ã‚Â©ATALUÑ˜A Ã‚Â®oom x2 + private bathÃ‚Â®oom+wifi;700165;Wonderful Barcelona;Sant Antoni;Private room;48;2;10/09/2018
89756;BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas;488117;David Y Maria;el Raval;Entire home/apt;350;6;31/08/2018
89776;Modernist flat Downtown Casa Estapé | Barcelona;488151;Pols;el Fort Pienc;Entire home/apt;65;3;27/10/2018
92425;PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT;497450;Francesc;el Raval;Entire home/apt;43;60;18/10/2017
95560;La Sagrada Familia (and metro) 4 blocks!;494228;Julián;el Camp d'en Grassot i Gràcia Nova;Private room;15;2;27/10/2018
95719;Lovely room to rent in El Gotico;509260;Dalila;Sant Pere, Santa Caterina i la Ribera;Private room;53;2;22/10/2018
97529;CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT;497450;Francesc;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;40;60;05/11/2016
100256;BARCELONA CENTRO EN LA PLAYA ,WIFI;527201;Peca;la Barceloneta;Entire home/apt;50;32;31/05/2017
107437;A beautiful  villa in Barcelona;556626;Beatriz;Vallvidrera, el Tibidabo i les Planes;Entire home/apt;220;3;02/11/2018
109462;Industria Atico Terrace Apartment;396363;Oscar And Diego;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;90;2;
110033;Alió I  Apartment;396363;Oscar And Diego;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;90;2;02/10/2018
110041;Alió II  Apartment;396363;Oscar And Diego;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;90;2;20/09/2018
110098;Gignàs Gotic Area Old Town City;396363;Oscar And Diego;el Barri Gòtic;Entire home/apt;90;2;05/09/2018
112538;Design Flat in the very center 5.3;567180;Suite Home;la Sagrada Família;Entire home/apt;200;4;30/07/2017
117010;Spacious Flat near Sagrada Familia;567180;Suite Home;la Sagrada Família;Entire home/apt;220;2;07/06/2016
118228;Design Flat in the very center;567180;Suite Home;la Sagrada Família;Entire home/apt;230;2;19/02/2017
119546;BCN HUGEROOM DTOWN PRIVATE BATHROOM.;603336;Kiko;el Raval;Private room;59;3;02/11/2018
121210;BIG ROOM IN THE CITY CENTER,NEAR THE BEACH!;594334;Carmen;el Fort Pienc;Private room;51;4;07/10/2018
126836;Cozy bedroom next to Old Harbor;615805;David;el Barri Gòtic;Private room;27;3;17/10/2018
128463;Private Suite in residential area!!;635253;Sebastian;Sants;Private room;36;3;16/10/2018
130227;Spacious Room with Pool and Terrace;641496;Dolors;Diagonal Mar i el Front Marítim del Poblenou;Private room;33;1;29/10/2018
135513;APARTMENT AT RAMBLA POBLE NOU AND BEACH;664196;Teresa;el Poblenou;Entire home/apt;80;2;19/10/2018
136043;Twin room (2 people only) in Quirky central flat;666414;Fiona;el Poble Sec;Private room;60;2;08/08/2018
136670;double Room -UPC, ESADE, Barça, Real Club Tennis;610674;Maria;Pedralbes;Private room;35;3;04/11/2018
138055;Design Flat in the Very Center;567180;Suite Home;la Sagrada Família;Entire home/apt;250;3;08/07/2017
144471;Ã¢Ëœâ€¦BEST ZONEÃ¢Ëœâ€¦PL.CATALUÑ˜A Ã¢Ëœâ€¦ROOM X 2Ã¢Ëœâ€¦BATHROOM +WIFI;700165;Wonderful Barcelona;Sant Antoni;Private room;49;2;23/10/2018
147275;1 Room INDIVIDUAL in Barcelona;711907;Antuan;el Guinardó;Private room;15;4;11/10/2018
154281;Nice bedroom in a Loft, El Raval;742068;R&M;el Raval;Private room;50;3;30/10/2018
154437;Charming room  Diagonal wifi 100 Mb;474355;Annais;l'Antiga Esquerra de l'Eixample;Private room;39;7;07/10/2018
162091;Cosy Apartment in Sagrada Familia;567180;Suite Home;la Sagrada Família;Entire home/apt;149;2;04/11/2018
163448;Montly rentals Barcelona for groups;713364;Horacio;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;200;120;28/04/2015
163490;AMAZING LUXURY 2Bd, PLAZA CATALUÑ˜A!;713364;Horacio;la Dreta de l'Eixample;Entire home/apt;160;3;04/11/2018
163536;Cosy design apartment trendy  Born 5 bed 2bathroom;713364;Horacio;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;300;210;28/08/2017
164456;Bedroom+pvt bathroom+pvt living;784341;Paola;el Barri Gòtic;Private room;60;4;12/09/2018
164897;Your home in Barcelona | Comfortable Loft Gracia;786393;Jaime;la Vila de Gràcia;Entire home/apt;182;90;22/07/2011
171646;Sagrada Familia Clot Atico;400154;Mireia;el Clot;Entire home/apt;105;3;29/10/2018
171816;Sagrada Familia Clot Vista;400154;Mireia;el Camp de l'Arpa del Clot;Entire home/apt;115;3;06/11/2018
173718;PLAZA CATALUÑ˜A-RAMBLAS LARGE 23m2 ENSUITE BEDROOM;497450;Francesc;el Raval;Private room;23;32;16/08/2018
174382;Design Flat in The Very Center;567180;Suite Home;la Sagrada Família;Entire home/apt;149;2;24/10/2016
179488;Room for rent in BCN/ non smoker;859557;Montse;Sant Andreu;Private room;22;1;30/09/2018
179550;Room for rent in BCN/ non smoker;859557;Montse;Sant Andreu;Private room;20;10;01/12/2016
179619;Affordable Barcelona for you!;860071;Joan;Sants;Private room;27;3;28/09/2018
180293;Ally`s Guest House Barcelona;863772;Graciela;la Dreta de l'Eixample;Private room;50;2;05/05/2012
181824;Double bedroom with terrace + pool;852032;Brais;Provençals del Poblenou;Private room;49;2;15/10/2018
183858;Central, Bright & Beautiful room;180478;Carlos;el Raval;Private room;55;3;24/09/2018
184373;THE PASSION  ROOM ...;829660;Maria Olga;Sant Pere, Santa Caterina i la Ribera;Private room;70;1;27/10/2018
184516;lovely huge 30mq room with pvt bathroom;784341;Paola;el Barri Gòtic;Private room;60;5;29/10/2018
186221;La Sagrada Familia: tiny and simple room.;494228;Julián;el Camp d'en Grassot i Gràcia Nova;Private room;16;2;07/11/2018
186540;Fully equipped loft near Sagrada Familia;896554;Josep Lluís;el Clot;Entire home/apt;44;32;28/01/2018
186542;Lovely and sunny double room in BCN;896372;Marina;la Dreta de l'Eixample;Private room;33;2;20/06/2013
186598; Double room and cozy;896690;Mona;el Raval;Private room;40;2;20/10/2018
188267;Black Friday PROMOTIONS, ask!;366654;Arian Watermelon Barcelona!;la Dreta de l'Eixample;Entire home/apt;316;2;18/10/2018
190348;Apartment with large terrace;919480;Elisa;Pedralbes;Private room;46;7;09/06/2016
191303;THE WHITE SUITE...;829660;Maria Olga;Sant Pere, Santa Caterina i la Ribera;Private room;85;1;23/10/2018
193923;Single room in the real Barcelona;939590;Mónica;Horta;Private room;20;3;05/11/2018
194460;Double Private room with breakfast near the beach;944355;Luis Alberto;el Besòs i el Maresme;Private room;20;2;24/10/2018
195092;Bonitas vistas de Barcelona;913807;Ariadna;la Salut;Private room;130;2;
196021;Old-time-charm apartment with patio!;953719;Maria;l'Antiga Esquerra de l'Eixample;Entire home/apt;310;5;02/11/2018
196196;Large Flat next to Sagrada Familia;567180;Suite Home;la Sagrada Família;Entire home/apt;220;2;04/11/2018
197267;Cozy Studio in Gracia Neighborhood;632830;Federico;la Vila de Gràcia;Entire home/apt;60;3;21/10/2018
198958;STUNNING sea view + pool Barcelona!;971768;Akira;Diagonal Mar i el Front Marítim del Poblenou;Entire home/apt;190;1;16/09/2018
199422;Modern apt near beach & city center;971768;Akira;el Fort Pienc;Entire home/apt;75;1;27/10/2018
199794;Centric Double Room Private Bathroom - month  rent;440825;Teresa;l'Antiga Esquerra de l'Eixample;Private room;35;1;28/10/2018
206122;Amazing Loft in BCN Center (B0132);1013855;Alex;la Vila de Gràcia;Entire home/apt;89;2;29/10/2018
206167;BRIGHT, COMFY AND CENTRAL;1014050;Minerva;el Poble Sec;Entire home/apt;120;3;01/10/2018
207151;Cerca de Sagrada Família ;1019256;Laia;la Sagrada Família;Entire home/apt;80;3;
208684;THE WAY WE LIVE with private bath;1027356;Jesper;el Raval;Private room;49;1;07/10/2018
209673;Sweet Apartment in Gràcia district!;1033366;Elena;la Vila de Gràcia;Entire home/apt;77;2;28/10/2018
209988;NICE APART. IN BARCELONA CITY-20 min to Ramblas;1035045;Montserrat;Sant Andreu;Entire home/apt;80;3;07/10/2018
213296;Big/Centric Room-Palau de la Musica;1100014;Sol;Sant Pere, Santa Caterina i la Ribera;Private room;40;2;21/10/2018
213368;Lovely room Barcelona up 2 people;1037730;Elisagela Cristina;la Salut;Private room;39;2;25/09/2018
214970;Cozy room in central flat Barcelona;1110014;Janeth;el Poble Sec;Private room;35;4;27/10/2018
216699;SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!;1118232;Fran;Sant Pere, Santa Caterina i la Ribera;Private room;42;4;08/10/2018
218503;Single room next to Bogatell Beach / Ã¥Ââ€¢Ã©â€”Â´,Ã¦â€”ÂÃ¨Â¾Â¹Ã§Å¡â€žÃ¦ÂµÂ·Ã¦Â»Â©;1130143;Jan;el Poblenou;Private room;30;3;16/09/2018
223755;Charming apartment w/wifi in Gracia;1986299;Clickandflat;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;75;1;21/08/2018
232400;DESIGNER DUPLEX SPA & TERRACE;4369049;Ariadna;la Vila de Gràcia;Entire home/apt;95;3;23/10/2018
233739;Bright bedroom & private bathroom;1224008;Sergio;Sants - Badal;Private room;40;2;09/07/2018
234375;ATTIC VIEWS SAGRADA FAMILIA;1227290;Francesca;el Fort Pienc;Entire home/apt;61;5;23/10/2018
234567;Luxury Apartment in city center;1228590;Antonio;la Dreta de l'Eixample;Entire home/apt;195;2;10/10/2018
237895;Lots of LIGHT & INCREDIBLE views!;1201857;Jordan;el Fort Pienc;Private room;48;3;20/07/2017
238266;RURAL HOUSE IN THE HEART OF BARCEL!;1249627;Bel;la Vila de Gràcia;Private room;50;1;25/07/2016
238703;Comfy Flat in Sagrada Familia;567180;Suite Home;la Sagrada Família;Entire home/apt;149;2;13/08/2018
239143;Cute & Centric Apartment In Born;249351;María Candela;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;50;32;04/08/2018
239492;CozyRoom&Garden Priv.Bathroom AC;1255733;Antonia;el Poble Sec;Private room;39;3;21/09/2018
239821;APARTAMENT BCN MIRALL, in the best neighborhood;1257705;José Luis;Sant Gervasi - Galvany;Entire home/apt;120;10;06/04/2018
242335;Barceloneta Beach Apartment - FOR SEASON;15884961;Pilar;la Barceloneta;Entire home/apt;73;32;21/12/2015
243448;TARRADELLAS_B for 10, near train/airport;1257705;José Luis;la Nova Esquerra de l'Eixample;Entire home/apt;140;10;02/01/2017
250016;Excellent - 3 bedrooms, 2 bathrooms - Gothic;1310304;Lluís;el Barri Gòtic;Entire home/apt;65;32;10/07/2012
252232;Nice apartment with POOL BARCELONA;1298586;Kristjan Y Ana;Sant Martí de Provençals;Entire home/apt;80;2;01/11/2018
255567;attic centrally rustic bohemian;615805;David;el Barri Gòtic;Entire home/apt;75;2;26/10/2018
256354;tranquila room in cosy flat....;1348378;Lidia;Vallcarca i els Penitents;Private room;23;30;30/07/2018
256628;Cozy bedroom in a loft, el Raval.;742068;R&M;el Raval;Private room;35;3;24/10/2018
256677;Barcelona Center!The Gothic Area;1350468;Petrutz;el Barri Gòtic;Private room;50;2;27/10/2018
256982;Centric spacious nostalgic Room;1352184;Jasmin;Sant Pere, Santa Caterina i la Ribera;Private room;40;3;21/10/2018
259852;Center - Double w A/C - FreeWiFi;1363244;David;el Raval;Private room;45;3;11/06/2018
260073;A STUDIO-FLAT IN CENTER-BARCELONA;832875;Pau;l'Antiga Esquerra de l'Eixample;Private room;30;1;01/11/2018
261750;THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia;1369675;Javier;la Vila de Gràcia;Entire home/apt;350;2;14/10/2018
262157;PENTHOUSE Terrace, Garage, INTERNET;1375446;Alejandro;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;150;32;27/02/2016
262369;Penthouse with terrace & views to Sagrada Familia;1359702;Sandra;la Sagrada Família;Entire home/apt;137;3;06/10/2018
264125;Sagrada Familia 5' Metro WIFI fibre;1377744;Esther & Gemma;el Camp de l'Arpa del Clot;Entire home/apt;89;4;14/10/2018
264621;Amore Aragon free WiFi- HUTB 007051;1367370;Karen;la Dreta de l'Eixample;Entire home/apt;229;3;01/08/2018
265491;Beach room amazing view in center;1392322;Kitty;la Barceloneta;Private room;80;3;20/10/2018
265607;Sunny Spacious Sardenya free WiFi - HUTB-015374;1367370;Karen;el Fort Pienc;Entire home/apt;175;3;21/05/2018
267816;Luxury Yacht Barcelona Port Olimpic;1404293;Sergio;el Barri Gòtic;Entire home/apt;900;2;27/10/2018
268017;Cosy apartment 3 bedrooms;1405013;Bcn Clols Apartments, S.L.;la Dreta de l'Eixample;Entire home/apt;193;2;17/08/2018
268022;Charming 3 bedrooms apartment;1405013;Bcn Clols Apartments, S.L.;la Dreta de l'Eixample;Entire home/apt;193;2;15/07/2018
268417;Cozy Room near the Center. 2 línes underg.Eixample;1406951;Salva;la Nova Esquerra de l'Eixample;Private room;36;2;04/11/2018
269467;Sunny and quiet Loft next to Sagrada Familia;1411775;Jeremies;la Sagrada Família;Entire home/apt;110;5;31/10/2018
270050;Double Room in El vaixell de paper;1414100;Xavier;Sant Pere, Santa Caterina i la Ribera;Private room;48;1;22/10/2018
271996;GR Apartment near Sagrada Familia;155686;Sonia;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;51;31;15/08/2018
272282;Exquisito apartamento con espacios abiertos y luz;1425070;Mar;la Nova Esquerra de l'Eixample;Entire home/apt;290;3;03/11/2018
273229;Confortable and very well located;1429552;Marta;Sant Antoni;Entire home/apt;72;7;15/10/2018
273932;Oriental Design apartment;1432835;Angel;l'Antiga Esquerra de l'Eixample;Entire home/apt;100;3;21/10/2018
274501;Modern Luxury 1BR apt Pg de Gràcia;1435464;Jaume;la Dreta de l'Eixample;Entire home/apt;65;180;
275326;1BR on Pg de Gràcia - Gran Via ;1435464;Jaume;la Dreta de l'Eixample;Entire home/apt;58;60;
275336;Charming 3BR just off Gran Via;1435464;Jaume;la Nova Esquerra de l'Eixample;Entire home/apt;130;3;14/10/2018
275346;Sunny terrace penthouse by Camp Nou Free Nespresso;1435464;Jaume;Sarrià;Entire home/apt;215;3;03/11/2018
275350;3BR/2Baths Apt. next to Liceu Theatre on La Rambla;1435464;Jaume;el Raval;Entire home/apt;100;32;30/03/2018
275889;La Rambla Zen 1BR apt in Center;1435464;Jaume;el Raval;Entire home/apt;72;32;20/10/2018
276324;COMFORTABLE IN GRACE APARTMENT ;1443815;Francisca;la Vila de Gràcia;Entire home/apt;106;5;08/10/2018
276527;Nice rustic apartament - Parc Güell;1444707;Jesus;el Coll;Entire home/apt;60;2;05/11/2018
278036;Big Sunny Room - Paseo de Gracia;1451449;Pedro & Rita;la Dreta de l'Eixample;Private room;45;5;28/10/2018
279439;sociable apartment in Raval 3;1457147;Piero;el Raval;Private room;25;2;16/10/2018
281978;Big Private Room - Paseo de Gracia;1451449;Pedro & Rita;la Dreta de l'Eixample;Private room;45;5;21/10/2018
281985;Medium Sise Room - Paseo de Gracia;1451449;Pedro & Rita;la Dreta de l'Eixample;Private room;30;5;14/10/2018
282679;Charming Penthouse,two amazing terraces;1354169;Valentin;Sant Antoni;Entire home/apt;225;4;11/10/2018
283231;FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC;1475411;Francesco;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;85;1;04/11/2018
286105;Room at Gran Via Barcelona Spain;1489008;Anne Li;el Fort Pienc;Private room;40;30;03/06/2014
287294;Sailing Dreams Barcelona!;1174446;Sailing Dreams;la Barceloneta;Entire home/apt;196;3;26/10/2018
288034;pb1 WITH TERRACE QUIET & HAPPY FLAT;1447144;Jaesse;la Nova Esquerra de l'Eixample;Entire home/apt;70;1;09/07/2018
290035;SINGLE ROOM HAPPY FLAT EXC LOCATION;1505426;Rodrigo;la Nova Esquerra de l'Eixample;Private room;23;4;27/09/2018
290592;Views SagradaFamilia + metro + WIFI;1377744;Esther & Gemma;la Sagrada Família;Entire home/apt;69;4;02/11/2018
295200;Gaudi view's Attic with private terrace;612665;Oscar;la Vila de Gràcia;Entire home/apt;80;3;22/10/2018
296548;GREAT ROOM A/C, WIFI & PRIV. TOILET;1529743;Luiz & Luisa;Provençals del Poblenou;Private room;30;2;03/09/2016
297066;3 rooms, 2 bathrooms in the touristic city centre;1541784;Aga;el Poble Sec;Entire home/apt;126;1;03/11/2018
302179;Cozy apartment in the city center;1432835;Angel;l'Antiga Esquerra de l'Eixample;Entire home/apt;90;3;20/10/2018
305213;PLATANEROS - BRIGHT CENTRAL APT;1570247;Irene;Sant Antoni;Entire home/apt;105;5;30/10/2018
308166;ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN;1561612;Carlos;la Dreta de l'Eixample;Entire home/apt;145;3;25/10/2018
315769;Sagrada Familia vintage apartment;1994100;Marcello;la Sagrada Família;Entire home/apt;75;3;04/11/2018
318865;A penthouse two terraces in Gracia;1608447;Carla;la Vila de Gràcia;Entire home/apt;59;3;05/11/2018
320506;The Loft Barcelona;1642180;The Loft;el Poble Sec;Entire home/apt;99;4;04/11/2018
323854;Casa Sagrada Familia Bcn Doubleroom;1657312;Alberto;la Sagrada Família;Private room;30;1;29/07/2014
324726;lets go downtown barcelona;1661612;Roberto;el Barri Gòtic;Entire home/apt;71;32;31/08/2014
327133;Cozy Double Room - Paseo de Gracia;1451449;Pedro & Rita;la Dreta de l'Eixample;Private room;28;6;01/11/2018
330248;GREAT  DOUBLE ROOM WI FI CASANOVA;880805;Miguel;Sant Antoni;Private room;50;2;07/08/2015
330766;Urquinaona Charming and Centric;1687524;Virginia;la Dreta de l'Eixample;Entire home/apt;120;4;06/07/2018
330957;Central 3 bedroom beautiful APT;893805;Phil And Fiona;la Dreta de l'Eixample;Entire home/apt;111;2;05/11/2018
331026;Small basic room in a nice apt;440881;Lee;Sant Antoni;Private room;23;4;25/10/2018
333190;Betwn Sagrada Fam. & the Beach! Sgl -Dbl Room B&B;1697782;Jóse;el Fort Pienc;Private room;18;3;03/11/2018
335861;MODERN LOFT NEXT TO THE BEACH;1221038;Mar;el Poblenou;Entire home/apt;95;1;12/10/2018
337755;SEALONA VILA OLIMPICA BEACH;1716315;Marc;la Vila Olímpica del Poblenou;Entire home/apt;95;3;13/03/2017
342641;Apartment in villa with garden&pool;1738696;Estela;Vallvidrera, el Tibidabo i les Planes;Entire home/apt;90;2;09/10/2018
343622;Spacious loft nearby pl. España ;1743695;Michel;Hostafrancs;Entire home/apt;115;4;30/10/2018
343859;LOVELY 2 BD WIFI GRACIA;1744516;Silvia;la Vila de Gràcia;Entire home/apt;137;3;03/03/2018
343861;1BD FLAT WITH WIFI & AC IN GRACIA;1744516;Silvia;la Vila de Gràcia;Entire home/apt;95;3;04/10/2017
343864;3 BD APT IN THE HEART OF GRACIA;1744516;Silvia;la Vila de Gràcia;Entire home/apt;139;3;14/10/2018
343866;COSY 1BD WIFI GRACIA CENTRE VIRREIN;1744516;Silvia;la Vila de Gràcia;Entire home/apt;89;3;24/09/2018
346018;Room in a flat with Barcelona best view!;1753990;Filippo;el Parc i la Llacuna del Poblenou;Private room;60;2;28/10/2018
348081;Room @ Sagr. Familia Bathroom +WiFi;1764288;Henry;la Dreta de l'Eixample;Private room;39;2;29/10/2018
351395;Charming Garden House Apt 3BR Apt;1435464;Jaume;el Fort Pienc;Entire home/apt;125;3;12/10/2018
352686;Loft duplex penhouse in Gothic area;1785978;Joan;el Barri Gòtic;Private room;48;3;10/10/2018
352772;Elegant Centric Attic WIFI Car Park ;1786501;Fidel;la Nova Esquerra de l'Eixample;Entire home/apt;145;2;25/10/2018
353640;Great Apartment in Heart of Born;1791076;Martini;el Barri Gòtic;Entire home/apt;110;2;05/11/2018
357576;Authentic Vintage Home "El patio de Gràcia";1809535;Silvia;la Vila de Gràcia;Entire home/apt;73;32;16/09/2018
357958;Private terrace and bathroom & WiFi;1809119;Katja;l'Antiga Esquerra de l'Eixample;Private room;52;1;15/10/2018
359196;Central&new PENTHOUSE with TERRACE!;1817722;Augusta;el Poble Sec;Entire home/apt;70;31;01/09/2018
359277;HABITACION CON BALCON EN RAMBLAS 2;1818044;Ricardo;el Barri Gòtic;Private room;40;2;22/10/2018
359841;BacRou, design loft near the sea;1820272;Rosa;el Poblenou;Entire home/apt;60;2;30/09/2018
363601;stylish flat in barcelona center;1837053;Ayal;el Raval;Entire home/apt;60;32;23/08/2018
363739;small single/double room in Barcelo;1837622;Idoya;la Bordeta;Private room;40;2;17/06/2018
364030;Amazing views, centric apt w/terrac;1839136;Mires;Sant Antoni;Entire home/apt;130;3;23/10/2018
365147;Sunny double room, central location;440881;Lee;Sant Antoni;Private room;39;3;07/10/2018
365911;Low-priced,Super Reviewed Apartment;1260560;Ralph;la Nova Esquerra de l'Eixample;Entire home/apt;113;3;02/11/2018
370665;vig HAPPY APARTMENT IN EL BORN;1447144;Jaesse;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;90;30;
374491;ROOM WITH A BALCONY IN RAMBLAS 1;1818044;Ricardo;el Barri Gòtic;Private room;25;2;23/09/2018
374561;HABITACION BAÑ˜O PRIVADO EN RAMBLAS;1818044;Ricardo;el Barri Gòtic;Private room;55;2;23/10/2018
375961;CENTRIC APARTMENT WITH HUGE TERRACE;1890337;Maribel;la Dreta de l'Eixample;Entire home/apt;77;3;30/10/2018
377161;Rustic apartment Parc Guell II;1444707;Jesus;el Coll;Entire home/apt;60;2;01/11/2018
378998;PRECIOSA Y ACOGEDORA HABITACIÑœN ;1903257;Flor;Vilapicina i la Torre Llobeta;Private room;20;1;
379868;INCREDIBLE VIEW front Sagrada Familia+PRIV.BALCONY;1906952;Khris;la Sagrada Família;Private room;55;3;06/11/2018
380400;Impeccable Cozy Apartment w/ AC, Netflix;865887;Tim;la Barceloneta;Entire home/apt;169;2;21/10/2018
380421;Double room with a balcony;1414100;Xavier;Sant Pere, Santa Caterina i la Ribera;Private room;48;1;24/10/2018
380903;Bailen II - terrace in the Eixample;1725307;Barcelona;la Dreta de l'Eixample;Entire home/apt;75;30;18/09/2018
382000;Homely Apartment in Sagrada Família - 4 bedrooms;1915191;Montserrat;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;110;3;02/11/2018
