id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;last_review
17859322;Cozy and clean room in the center VL4;10531070;Julia;l'Antiga Esquerra de l'Eixample;Private room;30;1;24/10/2018
17859502;Private Single Room - 1/2 pp - 15 m. Pl. Cataluña;52080041;Luigi;Porta;Private room;17;1;24/08/2018
17860608;Bonita habitación en el centro VL3;10531070;Julia;l'Antiga Esquerra de l'Eixample;Private room;26;1;24/10/2018
17872800;Spacious & Elegant flat, located right on the spot;110933010;Mai & Maud;Sant Antoni;Entire home/apt;310;3;21/10/2018
17876080;Brillant Room/Plaza Catalunya w/private bathroom;122383232;Juan Ignacio;la Dreta de l'Eixample;Private room;41;1;12/10/2018
17876182;Bedroom + Private bathroom. Gothic Quarter;122377500;Roger;el Barri Gòtic;Private room;40;2;04/11/2018
17877426;Balcony Double Room Bright and Sunny - BORN;42318332;Maria;Sant Pere, Santa Caterina i la Ribera;Private room;50;3;10/09/2018
17891078;CENTRICO APT EN BARCELONA;13316441;Mireia;el Raval;Entire home/apt;46;32;31/10/2018
17892212;Exclusive and silent double room in city center !;53539766;Nacho;la Nova Esquerra de l'Eixample;Private room;49;2;05/11/2018
17897143;Very comfortable and Nice room in BCN.;122616811;Claudio;Sants - Badal;Private room;16;31;27/09/2018
17898254;Habitación doble cómoda y muy luminosa;11906702;Magaly;el Congrés i els Indians;Private room;30;1;18/04/2017
17901476;Mezzanine bedroom in the heart of Ciutat Vella;41767442;Maurizio;el Raval;Private room;50;3;18/09/2018
17902622;Design Apartment b. close to Sagrada Familia;114135789;Jesus;el Guinardó;Entire home/apt;75;2;04/11/2018
17903363;Room in Poble-Sec Atico for Solo Traveller;3136084;Philip & Alex;el Poble Sec;Private room;35;3;14/10/2018
17903578;Habitación con baño privado. Centro Barcelona.;78144018;Juan Francisco;el Fort Pienc;Private room;55;4;04/10/2018
17905780;Room2 - Guest say : is a dream in Barcelona;118332135;Elena;la Vila Olímpica del Poblenou;Private room;60;1;07/10/2018
17915164;El White del Born;121674827;Mim & Eva;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;61;7;28/09/2018
17915459;Apartment next to Las Ramblas and Paral·lel;71615;Mireia And Maria;Sant Antoni;Entire home/apt;60;1;14/08/2018
17916039;360Ã‚Â° Petit Penthouse Barcelona;122817717;Noel;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;65;31;31/03/2018
17917229;Habitación cerca a S. Familia;122828689;Pablo;el Camp de l'Arpa del Clot;Private room;50;2;22/08/2018
17920207;Design apartment close to sagrada familia;109963192;Alberto;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;69;28;03/10/2017
17929979;Apartment Ramblas/Plaza Catalunya - Wi-Fi 100 Mbps;122956090;Mario;el Barri Gòtic;Entire home/apt;36;31;22/07/2018
17932316;Triple room near Barça stadium tickets for matches;77450308;Eduardo;la Maternitat i Sant Ramon;Private room;65;2;21/10/2018
17933224;Private Room near to Plaza España;26915354;Catalina;Hostafrancs;Private room;35;2;04/10/2018
17935219;Piso con terraza muy centrico ( rambla) :-);43441679;Morgane;el Raval;Private room;60;1;01/08/2017
17935561;En el corazón de Barcelona;10734189;Maria Isabel;Sant Pere, Santa Caterina i la Ribera;Private room;26;2;07/11/2018
17935770;Single room in front of Sagrada Familia;23614727;Gemma;la Sagrada Família;Private room;30;2;21/09/2017
17937441;El Corazón 5 - NEW Modern Home in Heart of City!;45764838;Exceptional Stays;la Dreta de l'Eixample;Entire home/apt;1335;32;
17938666;Habitación super luminosa, a 5 min del park guell;20467009;Flor;el Carmel;Private room;35;2;30/10/2018
17939993;Private rooms in a Quiet apartment;62223888;Oriol;Horta;Private room;29;32;18/07/2018
17940637;Well connected and super comfy;33030953;Oriol;Sant Martí de Provençals;Private room;80;3;10/10/2018
17941923;Private room, Carrer de Verdi, Gràcia, Barcelona;59072238;Raphaella;Vallcarca i els Penitents;Private room;24;3;02/09/2018
17948598;Private room next to Beach in Poblenou;39115299;Claudio;el Poblenou;Private room;40;1;27/07/2017
17949984;Double room in a cute little flat.;108457832;Salvatore;el Poble Sec;Private room;50;1;06/10/2018
17950947;Cosy house & cosy hosts;51098795;Yelel;Sant Antoni;Private room;20;1;06/04/2017
17951038;Cosy single room en el Raval;123172101;Carla;el Raval;Private room;24;3;03/11/2018
17951426;Apartamento Camp Nou;13037783;Lino;Sants - Badal;Entire home/apt;105;3;03/05/2018
17954275;Habitación muy céntrica;122832931;Jordi;el Fort Pienc;Private room;33;1;04/11/2018
17968759;Private~Specious~Clean~Comfortable~Easygoing Hosts;13478629;Adde;Hostafrancs;Private room;35;1;05/11/2018
17969324;Terrace View Pedrera by Gaudi;32037490;SweetInn;la Dreta de l'Eixample;Entire home/apt;106;2;14/10/2018
17972197;Eixample/ Diagonal Huge Apartment;32037490;SweetInn;la Dreta de l'Eixample;Entire home/apt;200;2;09/10/2018
17972978;Arc de Triomf Barcelona with Parking;32037490;SweetInn;el Fort Pienc;Entire home/apt;120;2;04/11/2018
17973400;2 Single Bedrooms for 100 euros both or 55 one!;35666153;Silvia;Navas;Private room;55;1;06/06/2017
17974912;CLEAN ROOM PRIVATE;2014393;Jose;Verdun;Private room;30;1;26/07/2018
17976171;Nice and comfortable room in Sant Andreu;123465110;Luna;Sant Andreu;Private room;35;3;10/09/2018
17976832;Single room in the center of Barcelona;123474662;Laura;l'Antiga Esquerra de l'Eixample;Private room;35;1;06/08/2018
17978221;NEW CHIC FAMILIAR CONDO BEACH WIFI;4391784;Mel & Michael;el Poblenou;Entire home/apt;105;31;16/09/2018
17984440;LOVELY ROOM WITH DOUBLE BED CLOSE TO PLAZA ESPAÑ˜A;20223535;Marcela;la Nova Esquerra de l'Eixample;Private room;55;3;18/06/2017
17985065;Cosy poble sec;36772790;Camille;el Poble Sec;Private room;50;2;
17985736;Habitación en Horta;56513263;Joan;Vilapicina i la Torre Llobeta;Private room;17;1;09/10/2018
17987719;Bcn-rentals Rambla 1, Just7-10 minutes to Ramblas;117890550;David Y Maria;el Raval;Entire home/apt;350;6;
17989447;Casa Cosi - Mallorca I;35936647;Casa Cosi;l'Antiga Esquerra de l'Eixample;Entire home/apt;135;3;29/10/2018
17991104;Cozy and luminous room!!!;12518903;Andrea;el Fort Pienc;Private room;48;2;05/11/2018
17996490;Barcelona Family room with private patio;99734086;Celio;la Dreta de l'Eixample;Private room;315;4;14/09/2017
18000525;Barcelona&You 4beds Bedroom. 1;123717342;Merce;el Fort Pienc;Shared room;50;1;
18001240;Private DOUBLE room, Sunny & Spacious""";120878607;Christian;la Verneda i la Pau;Private room;15;2;20/10/2018
18004116;Double room with balcony near Ramblas and seaside;92024297;Raimon;el Raval;Private room;30;2;03/11/2018
18004257;Nice room near the park and the beach!;19625873;Eugenia;el Parc i la Llacuna del Poblenou;Private room;35;3;20/10/2018
18004679;Charming room in the best  location of Barcelona;109262814;Fari;l'Antiga Esquerra de l'Eixample;Private room;58;1;30/10/2018
18005193;Habitación doble con vistas en l'Eixample Esquerre;123761328;Albert;l'Antiga Esquerra de l'Eixample;Private room;48;3;09/10/2018
18007337;Barcelona&You 4beds/Bedroom. 2;123717342;Merce;la Sagrada Família;Shared room;50;1;
18007528;Barcelona&You 1Bed/12 Beds dorm.;123717342;Merce;el Fort Pienc;Shared room;30;1;04/11/2018
18007602;Barcelona&You 8 beds, Bedroom 3;123717342;Merce;el Fort Pienc;Shared room;60;1;
18008187;Nice cozy room in a perfect location;11525792;Mariana;el Raval;Private room;29;5;23/08/2018
18012071;Large bedroom + en-suite bathroom, great location;2897457;Benjamin;l'Antiga Esquerra de l'Eixample;Private room;75;1;29/07/2018
18012328;Barcelona sky house;43670970;William & Dian;la Teixonera;Private room;39;2;17/06/2018
18014029;Great and Private Room in the born;123746454;Lely;Sant Pere, Santa Caterina i la Ribera;Private room;25;2;09/06/2018
18014832;Piso muy bien Ubicado;16681865;Carolina;el Camp d'en Grassot i Gràcia Nova;Private room;25;4;
18018145;Double room in a historic El Eixample apartment;5795639;Carlos & Bernat;l'Antiga Esquerra de l'Eixample;Private room;50;1;28/02/2018
18020678;Cozy bedroom in bright apartment in the center;24140666;Krista;Sant Pere, Santa Caterina i la Ribera;Private room;32;3;05/06/2018
18024341;Apartamento céntrico y bien situado;108455858;Erika;la Salut;Private room;51;2;20/08/2017
18027535;Habitación privada interna con cama individual;123993606;Victoria;la Marina de Port;Private room;16;5;20/10/2018
18028496;Habitación 2 +1 bien comunicado;124000696;Mar;el Congrés i els Indians;Private room;38;1;24/06/2017
18029085;4-bedroom aptartment in Sant Antoni;10693680;Ramón;Sant Antoni;Entire home/apt;75;32;
18030645;The Central Place Terrace;2320210;Kim;la Dreta de l'Eixample;Entire home/apt;165;3;08/10/2018
18032086;great apartment in plaza Reial for long term;2108468;Carlotta;el Barri Gòtic;Entire home/apt;75;32;
18033581;Bright, modern and cozy Plaza Catalunya (G15);10380563;Tendency;la Dreta de l'Eixample;Entire home/apt;144;3;22/10/2018
18037035;Apartamento en el Borne;106103351;Dorbegar, Sl;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;58;35;22/06/2018
18038277;Ã¨Â¶â€¦Ã¨Â±ÂªÃ¥ÂÅ’Ã¤ÂºÂº1.5Ã§Â±Â³Ã¥Â¤Â§Ã¥ÂºÅ Ã¦Ë†Â¿;43090989;Mars;el Clot;Private room;85;3;
18038313;Sunny Terrace in Plaza España;29320025;Elías;Hostafrancs;Entire home/apt;99;5;30/09/2018
18039476;nice room sunny flat in clot district;20902582;Pierre;el Clot;Private room;50;3;05/07/2018
18039845;Pretty room in the heart of the city;124111747;Lais;Sant Antoni;Private room;32;1;18/10/2018
18040680;Two rooms with great view sagrada familia;96644578;Romina;la Dreta de l'Eixample;Private room;100;3;07/06/2018
18041850;Ã¥Â¤ÂÃ¥ÂÂ¤Ã¤Â¸Â»Ã©Â¢ËœÃ¥Ââ€¢/Ã¥ÂÅ’Ã¤ÂºÂº1.35Ã§Â±Â³Ã¥Â¤Â§Ã¥ÂºÅ Ã¦Ë†Â¿;43090989;Mars;el Clot;Private room;55;1;17/04/2017
18043684;Central penthouse with terrace Placa Catalunya I;5264883;Unique;la Dreta de l'Eixample;Entire home/apt;300;1;22/08/2018
18046053;Apartment in Sant Antoni;3376710;Maria StayBarcelona;Sant Antoni;Entire home/apt;75;32;29/06/2017
18047082;LUXURY ROOM BEACH+Priv.Bath+a.cont+heating+parking;65846460;Inés;el Poblenou;Private room;53;2;02/11/2018
18049325;Central penthouse with terrace Placa Catalunya II;5264883;Unique;la Dreta de l'Eixample;Entire home/apt;310;1;03/11/2018
18051207;Private Double room in Barcelona Glorias;6045174;Sebastian;el Clot;Private room;20;5;15/10/2018
18053047;Confort Apartment near Sagrada Familia;10582280;Mestral;la Dreta de l'Eixample;Entire home/apt;170;5;24/07/2018
18053584;NJoy apartment, classic and spacious apartment near the beach;117242107;Massimo;el Poblenou;Entire home/apt;105;3;19/12/2017
18056093;Double room Raval, Barcelona;121671759;Maria;el Raval;Private room;45;3;24/08/2018
18056687;Casa unifamiliar en Avenida Bosca;98897396;Natasha;Vallvidrera, el Tibidabo i les Planes;Private room;250;7;
18057062;Double Comfy Room in Central Bcn;9756628;Alison & Jeremy;Sant Antoni;Private room;30;10;31/12/2017
18059158;Gorgeous Terrace Attic in the heart of Barceloneta;14151471;Marco;la Barceloneta;Private room;55;2;08/08/2017
18069425;Spacious City Center 4 BE 2BA. MONTHLY RENTAL;35680770;Xavi;l'Antiga Esquerra de l'Eixample;Entire home/apt;105;32;16/07/2017
18072457;DOUBLE ROOM WITH BALCONY IN THE CITY CENTER RAVAL;71079714;Al & Milla;el Raval;Private room;41;3;06/11/2018
18073605;BRIGHT DOUBLE ROOM, GORGEOUS APARTMENT CITY CENTER;71079714;Al & Milla;el Raval;Private room;35;3;27/10/2018
18074434;a refuge for wandering souls II;17519992;Chris;el Barri Gòtic;Private room;27;3;31/10/2018
18074894;Habitación privada Sagrada Familia;49108240;Marcelo;el Clot;Private room;40;3;04/11/2018
18075827;A/C room with en-suite bathroom @ local expert's;85425783;Nacho & Romina;el Camp de l'Arpa del Clot;Private room;38;2;23/09/2018
18080572;Central very spacious apt for 6 Pl.Catalunya(G14);10380563;Tendency;la Dreta de l'Eixample;Entire home/apt;200;3;24/10/2018
18081500;Piso muy luminoso recién reformado en Barcelona;36607755;Igor;el Fort Pienc;Private room;85;32;
18082453;Bright room+private bathroom+terrace in Barcelona;124519514;Magdalena;la Nova Esquerra de l'Eixample;Private room;80;2;15/10/2018
18086096;Casa Jesús N;88941026;Lorenzo;la Vila de Gràcia;Private room;35;2;15/09/2018
18086818;Habitación individual en Plaza España;102989303;Jose Ramon;la Nova Esquerra de l'Eixample;Private room;30;1;08/08/2018
18087776;A Room in Holiday apartment near Park Guell;93128448;Rizwan;el Coll;Private room;70;1;
18089233;Nice flat near the beach and Park del Forum;124568197;Yuliya;la Verneda i la Pau;Entire home/apt;119;3;14/10/2018
18089271;Te sentirás en casa / Make yourself at home;80408291;Mariana;Pedralbes;Private room;30;1;31/10/2018
18089353;Estudio acogedor cerca de playa;80063244;Sergi;el Besòs i el Maresme;Entire home/apt;100;30;10/08/2018
18092758;Funcional y centrico apartamento;81420994;María Jose;l'Antiga Esquerra de l'Eixample;Entire home/apt;132;2;30/09/2018
18094862;LUXURY FLAT TERRACE AND SEA VIEWS;26165888;Lola;Diagonal Mar i el Front Marítim del Poblenou;Entire home/apt;1100;1;
18098399;Barcelona Center apartment with private terrace.;3972936;Willem;la Vila de Gràcia;Entire home/apt;175;2;03/02/2018
18099570;Habitación doble vista Montjuic, zona inmejorable!;502278;Nicoletta;la Font de la Guatlla;Private room;60;2;
18103295;Habitación comoda y luminosa;23065110;Elisabetta;Sant Pere, Santa Caterina i la Ribera;Private room;65;1;23/04/2017
18103650;MARINA PALMS: Sunny&Central;51720638;Daniela;el Fort Pienc;Private room;100;2;28/10/2018
18104363;Bright and large room close to metro station;117735472;Sulamita Rachel;la Nova Esquerra de l'Eixample;Private room;50;2;04/11/2018
18105689;Sailboat Cruiser Charter Barcelona B39;8848709;Adela Y Pedro;la Vila Olímpica del Poblenou;Entire home/apt;320;2;15/08/2017
18106995;Tremendous great room,magnificent location+balcony;77993517;Sami;l'Antiga Esquerra de l'Eixample;Private room;39;2;24/10/2018
18107186;Great tremendous room, city center with balcony;77993517;Sami;l'Antiga Esquerra de l'Eixample;Private room;39;2;03/11/2018
18107489;Your home in Barcelona;3136605;Guy;la Vila de Gràcia;Entire home/apt;100;7;31/05/2017
18108637;Central/Modern/Bright UP TO 5;4006184;Vanesa And Daniel;la Dreta de l'Eixample;Entire home/apt;50;1;04/11/2018
18108783;Cozy room in the center of Barcelona;74189875;Rosa;la Vila de Gràcia;Private room;22;32;22/09/2018
18109707;Big cozy room, city center;77993517;Sami;l'Antiga Esquerra de l'Eixample;Private room;36;2;04/11/2018
18118797;Habitación en el Born;63481313;F;Sant Pere, Santa Caterina i la Ribera;Private room;26;2;23/09/2018
18121163;Heart of the City-Cozy Room Private Sunny Balcony!;124869252;Vahb;la Vila de Gràcia;Private room;14;1;19/10/2018
18121859;Cosi single room with private toilet in the center;77548260;Andrea;la Dreta de l'Eixample;Private room;17;60;01/09/2018
18124601;Large and comfortable room in Vila de Gracia;74189875;Rosa;la Vila de Gràcia;Private room;25;32;29/09/2018
18124850;Danielas place : 3 bedroom wifi / internet / lift;118494781;Danijela;el Fort Pienc;Entire home/apt;175;3;10/09/2017
18129838;Magnificent double room with private bathroom;6506637;Nil;la Nova Esquerra de l'Eixample;Private room;38;2;26/10/2018
18132625;Sagrada Familia, long stay, Wifi, A/C;491007;Inobooking;la Sagrada Família;Entire home/apt;45;32;02/09/2018
18132962;Nice room in Gracia !;123483933;Mariano;el Camp d'en Grassot i Gràcia Nova;Private room;22;2;30/10/2018
18139086;ÁTICO DÃƒÅ¡PLEX a 3 min de PARK GÜELL con CAMA DOBLE;125046176;Montse;Vallcarca i els Penitents;Private room;42;3;04/11/2018
18146433;Charming loft in Gracia - near Paseo de Gracia;5107063;Laia;la Vila de Gràcia;Entire home/apt;99;1;29/10/2018
18146559;Summer;96324198;Jhonnes;el Fort Pienc;Private room;50;2;21/07/2017
18147006;Single Room, Best Location!!;8557414;Amparo;la Dreta de l'Eixample;Private room;16;31;04/10/2018
18147097;PRIVATE DOUBLE ROOM in Plaza Catalunya;28016389;Arnau;la Dreta de l'Eixample;Private room;69;2;09/07/2017
18147216;Apartamento soleado en Vila de Gracia;106103351;Dorbegar, Sl;la Vila de Gràcia;Entire home/apt;45;35;05/08/2018
18147380;Small room in Barcelona;125125380;Alex & Tusia;el Camp de l'Arpa del Clot;Private room;35;3;04/10/2018
18147514;Private Room in the heart of Poble Sec with WIFI;13220518;Alba;el Poble Sec;Private room;30;2;22/09/2018
18147554;Cosy Ensuite Single Room! Paseo de Gracia.;8557414;Amparo;la Dreta de l'Eixample;Private room;22;31;20/09/2018
18147910;Bright and cozy room in Barceloneta;125130487;Luisa;la Barceloneta;Private room;31;90;
18148057;Modern and Cozy attic in Barcelona 1;121825;Marta;Sant Gervasi - Galvany;Entire home/apt;75;32;15/09/2017
18148887;Beautiful Double Room next to Passeig de Gracia :);9866984;Luli;la Dreta de l'Eixample;Private room;60;1;02/08/2017
18153634;Apartamento en el centro de Barcelona;80063244;Sergi;el Besòs i el Maresme;Private room;180;32;21/05/2018
18154978;Barcelona Beach Penthouse;170357;Ahmed;el Poblenou;Entire home/apt;62;31;19/10/2018
18156862;Private room with balcony close to Sagrada Familia;32034564;Eva;el Baix Guinardó;Private room;25;2;04/11/2018
18166839;1 double room right in the city centre (Gotico);9919009;Raquel;el Barri Gòtic;Private room;35;15;24/08/2017
18167325;Chic and Cozy Apartment in Barcelona 3;121825;Marta;Sant Gervasi - Galvany;Entire home/apt;150;2;06/11/2018
18167648;Habitación Céntrica. Room in Barcelona's heart;119274797;Nadia;la Nova Esquerra de l'Eixample;Private room;39;3;08/10/2018
18167818;Chic and Cozy Apartment in Barcelona 4;121825;Marta;Sant Gervasi - Galvany;Entire home/apt;75;32;
18169478;Nordic style quiet new apt. Private toilet, Gracia;1199902;Olga;la Vila de Gràcia;Private room;45;2;29/10/2018
18169676;Double room + balcony in a centric quiet apartment;105722329;Peter;el Poble Sec;Private room;40;3;20/10/2018
18170160;Habitación doble.  centro de barcelona;125170011;Charly;el Raval;Private room;30;2;22/03/2018
18171621;Digital Nomad house - ensuite bedroom + Terrace;114509;Stevie;el Poble Sec;Private room;45;32;27/05/2018
18174071;Beautiful room with private balcony in Born;125365195;Matii;Sant Pere, Santa Caterina i la Ribera;Private room;27;90;29/09/2018
18175074;Cozy and modern room near the beach;125318292;Osmeli;el Poblenou;Private room;50;2;26/09/2017
18175218;Habitación en  gótico;2994321;Elena;el Barri Gòtic;Private room;40;2;29/08/2018
18175522;Born Turistic Room;80339773;Micaela;Sant Pere, Santa Caterina i la Ribera;Private room;45;3;30/09/2018
18185332;Elegant bright 5bed in Vila Olimpica;125484383;Sergio + Carla;la Vila Olímpica del Poblenou;Entire home/apt;20;31;04/10/2018
18185494;SINGLE COZY ROOM;28051277;Ana;el Camp d'en Grassot i Gràcia Nova;Private room;29;2;01/10/2018
18185603;ROOM BCN CENTER!!!;19672895;Fátima;la Nova Esquerra de l'Eixample;Private room;35;1;12/10/2018
18186067;private room. good ubication.;125488894;Dianna;el Poble Sec;Private room;34;1;31/10/2018
18186514;Ã‚Â¡PRECIOSA HABITACIÑœN EXTERIOR;114365151;Pedro;la Sagrada Família;Private room;35;2;
18187316;Barcelona Cosmopolitan Apartment;1391607;Aline;Sant Gervasi - Galvany;Entire home/apt;100;3;21/10/2018
18187460;Vistas a la Torre Agbar;51298462;Carmen;Sant Martí de Provençals;Private room;20;4;
18190808;ROOM WITH PRIVATE BATHROOM IN PLAZA CATALUNYA;7638636;Luigi;la Dreta de l'Eixample;Private room;50;3;27/09/2018
18190996;Apartamento acogedor SPB222388;54820821;Albert;la Sagrada Família;Entire home/apt;65;1;24/10/2018
18192388;HABITACIÑœN DOBLE / DOUBLE ROOM;111698499;Julian;el Poble Sec;Private room;41;2;16/10/2018
18192785;Beautiful apartment Paseo de Gracia with terrace;63048416;Carla;la Dreta de l'Eixample;Entire home/apt;87;32;
18192944;Room in Vila de Gràcia;103575041;Gerard;la Vila de Gràcia;Private room;18;1;07/05/2017
18194383;**Stylish Room in Gothic Quarter** The Very Center;125567059;Tiana & Andres;el Barri Gòtic;Private room;27;1;30/10/2018
18194896;Paseo de Gracia apartment with terrace;63048416;Carla;la Dreta de l'Eixample;Entire home/apt;233;3;19/08/2018
18195824;Not a big room in Barcelona;125125380;Alex & Tusia;el Camp de l'Arpa del Clot;Private room;35;3;24/10/2018
18196081;Seafront luxe with terrace and pool I;5264883;Unique;Diagonal Mar i el Front Marítim del Poblenou;Entire home/apt;300;2;24/07/2018
18197251;Factory by StaYourWay (longstay apartment);9916442;Stayourway Bcn;la Dreta de l'Eixample;Entire home/apt;59;35;07/09/2018
18199255;COM A CASA - 30mÃ‚Â² de RAVAL BARCELONA;125618098;Salvador;el Raval;Private room;26;3;03/11/2018
18203404;LONG TERM RENTAL CENTRE BARCELONA 1-5 pax;11090651;John;el Raval;Entire home/apt;67;32;15/01/2018
18206537;Private room in beach penthouse with terrace;125042816;Jep;la Barceloneta;Private room;49;1;26/10/2018
18208218;Room in flat Sant Antoni;32842317;Haïssa;Sant Antoni;Private room;20;3;23/04/2017
18211765;3 room appartment near the sea;2246766;Aliaksei;el Besòs i el Maresme;Entire home/apt;99;32;25/09/2018
18212084;DOUBLE SOFA-BED in sunny Barcelona;76384135;Maria;la Nova Esquerra de l'Eixample;Shared room;27;1;20/06/2017
18212277;perfect imperfections;125733472;Douglas;el Barri Gòtic;Private room;45;2;15/10/2018
18217017;A doble room near the sea #2;2181745;Natalia;el Besòs i el Maresme;Private room;30;14;
18217447;Private room for couples, Gotic center;46468012;Camille;el Barri Gòtic;Private room;49;2;01/11/2017
18217921;Couple Room in Barcelona;125794258;Cesar;el Fort Pienc;Private room;45;2;04/06/2017
18218503;FeelGoodHouse;72748149;Dimitri;el Poblenou;Private room;35;28;
18219254;Cozy room in Sagrada Familia;7199745;Jeremy;la Sagrada Família;Private room;15;3;30/10/2018
18220225;Habit. doble, exterior a terraza, en el centro BCN;27158521;Josep;el Fort Pienc;Private room;40;2;21/10/2018
18220498;Large and bright room near the beach - Poblenou;40211677;Sofia;el Poblenou;Private room;52;2;29/10/2018
18221092;Bonito y acogedor loft;21595951;Gui;el Poble Sec;Entire home/apt;109;5;28/06/2018
18221421;Dble bdrm in great location (new photos);90171563;Marc;la Dreta de l'Eixample;Private room;34;3;04/10/2018
18221662;Sunny & Beautiful  Centric Room;16663399;Thomas;la Dreta de l'Eixample;Private room;55;5;22/07/2017
18224255;Room for a woman Barcelona center;37060277;Luis;la Vila de Gràcia;Private room;15;3;15/09/2017
18224937;Barcelona One;43505134;Baleska;el Raval;Private room;20;2;21/10/2018
18225669;Modern Private Bedroom very close to subway;125874635;Fabio;la Sagrera;Private room;65;1;07/08/2017
18231716;BWH Princesa Born 4 1;26828317;Isabel;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;65;32;
18231920;BWH Montjuic III;26828317;Isabel;Hostafrancs;Entire home/apt;180;2;15/10/2018
18232129;BWH Montjuic IV;26828317;Isabel;Hostafrancs;Entire home/apt;180;2;21/10/2018
18235880;PRETTY DOUBLE ROOM CENTER BARCELONA;125897346;Katherine;la Sagrera;Private room;18;4;09/10/2018
18239557;Magnifico Duplex Con Terraza,cerca de Ramblas;126010926;Galobarna;el Poble Sec;Entire home/apt;211;3;08/10/2018
18245843;NICE & DOUBLE ROOM /CITY CENTER;1033682;Carmenocre;l'Antiga Esquerra de l'Eixample;Private room;61;1;24/10/2018
18246047;Ã¢Ëœâ€¦ COME TOGETHER Ã¢Ëœâ€¦ Gothic Quarter (Best Location);7647320;Lu & Edu;el Barri Gòtic;Private room;40;2;03/10/2018
18249861;NEW!! Ático con terraza en Eixample;28033024;Gemma;Sant Antoni;Entire home/apt;120;2;22/10/2018
18253268;New 5 Star Room &Double bed &Heart of center(1);126147071;Madi;el Camp de l'Arpa del Clot;Private room;88;3;21/10/2018
18254366;New 5 Star Room &Double Bed &Heart Of Centre(2);126147071;Madi;el Clot;Private room;65;3;20/10/2018
18256727;Doble room with private Bathroom in Glories;34835817;Xavi;Provençals del Poblenou;Private room;60;2;
18259912;BCN center / ensuite bathroom - king bed;125642111;Olivier;Sant Pere, Santa Caterina i la Ribera;Private room;55;5;05/11/2018
18259934;Nice studio close to plaza cataluña;126211319;Ana;l'Antiga Esquerra de l'Eixample;Private room;90;3;30/10/2018
18260887;BCN center / private bathroom - king bed;125642111;Olivier;Sant Pere, Santa Caterina i la Ribera;Private room;55;5;04/11/2018
18262581;Double room with private bathroom in good location;15804505;Nas & Nick;el Parc i la Llacuna del Poblenou;Private room;50;1;05/11/2017
18262777;typical catalan apartment reformed sunny apartment;126229532;Sam;Sants;Private room;45;2;04/06/2017
18263439;TWO BIG ROOMS for 10 max people;39357860;Ettore;el Barri Gòtic;Private room;100;2;30/09/2018
18264167;Comfortable room in Beautiful Historic Flat;1240224;Alice;el Poble Sec;Private room;20;5;26/10/2018
18269758;Encantador Apartamento en Gracia;126010926;Galobarna;la Vila de Gràcia;Entire home/apt;121;3;09/08/2018
18269799;HABITACIÑœN EN BARCELONA;126296326;Nata;Sant Genís dels Agudells;Private room;36;5;24/09/2018
18272085;A room in sunny apartment at the beach;19859511;Valeri;la Barceloneta;Private room;50;2;27/08/2017
18273509;Muy bien comunicado (3 líneas de metro, AVE, tren);126331996;Ramon;Sants;Private room;50;2;24/09/2018
18278374;Lovely Double Room with access to Balcony;6152155;Chris;l'Antiga Esquerra de l'Eixample;Private room;50;3;
18278899;Apartment Urgell;126387731;Remedios;la Nova Esquerra de l'Eixample;Entire home/apt;85;7;06/10/2018
18280255;Bright 2bed with terrace in the heart of Gràcia;126398491;Anna & Ivan;la Vila de Gràcia;Entire home/apt;85;2;18/10/2018
18280818;Ã¢Ëœâ€¦Doble EnsuiteÃ¢Ëœâ€¦ Baño, TV y patio privados. CENTRO;11324928;Yasmina;Sant Antoni;Private room;40;3;26/10/2018
18283499;Private Room close to Glorias Square with Air AC.;16485878;Marcel;el Camp de l'Arpa del Clot;Private room;34;2;02/10/2018
18286698;Renoveted flat in cataloged building, Center city;1839503;Celia;Sant Antoni;Entire home/apt;70;32;21/11/2017
18287536;Lovely single room!!;45511707;Valentina;el Camp de l'Arpa del Clot;Private room;30;1;18/06/2018
18288055;Paseo Gracia 2;23226762;Erika;la Dreta de l'Eixample;Entire home/apt;224;2;
18289307;Terrace 2 bedroom, 2 bathroom in Ramblas-BJS;72984879;Ellie;el Raval;Entire home/apt;75;90;01/08/2017
18289524;Habitación doble con terraza.Barrio de Gràcia.;126473866;Lorena Elizabeth;la Vila de Gràcia;Private room;49;2;14/10/2018
18290516;Habitación Sagrada Familia, San Pau, Park Guell;126482394;Consuelo;el Guinardó;Private room;20;3;04/11/2018
18291833;Barcelona  Sagrada familia Only girls;124679787;Mary;el Camp de l'Arpa del Clot;Private room;30;3;16/06/2018
18298011;Estudio con jardín;126554507;Rosanna I Marc;Sarrià;Private room;53;1;04/11/2018
18304359;Pittoresk Room in Gothic Quarter;5846874;Marta;el Barri Gòtic;Private room;52;2;18/10/2018
18305719;Habitacion grande céntrica cerca de la playa;73077305;Daniel;el Barri Gòtic;Private room;43;2;25/10/2018
18307439;Cozy and quiet room in Born;5443988;Astrid;Sant Pere, Santa Caterina i la Ribera;Private room;50;5;26/09/2018
